Device_ID,Device_Type,Purchase_Date,Age,Manufacturer,Model,Country,Maintenance_Cost,Downtime,Maintenance_Frequency,Failure_Event_Count,Maintenance_Class,Maintenance_Report,Operational_Hours_Est,Expected_Lifespan_Est,MTBF,Cost_Per_Hour,Lifespan_Usage_Ratio,Risk_Class,Risk_Class_Label
MD08943,CT Scanner,16-05-2021,4,RescueTech,Model-200,USA,14729.92293,14.73608234,5,1,3,overheating caused operational delay; firmware update initiated. reboot failed urgent inspection needed,36059,12,35188.51393,0.437266525,0.251276749,Medium Risk,1
MD08944,Infusion Pump,17-03-2023,2,ScanPro,Model-650,France,11598.77447,14.49849063,3,1,3,software crash caused operational delay; firmware update initiated. sensor replaced high priority failure,19069,12,19145.66481,0.713979209,0.094689619,High Risk,2
MD08945,X-Ray Machine,22-07-2015,10,ScanPro,Model-650,Canada,11749.45877,16.39604044,5,2,2,System performance degraded due to data lag; mitigation via replacement. moderate delay average severity report,86655,12,45800.82215,0.205674047,0.929094787,Medium Risk,1
MD08946,Defibrillator,04-02-2021,4,ScanPro,Model-600,USA,14886.37431,26.32560981,3,3,3,Routine check completed; overheating observed during diagnostics. reboot failed hardware fault,32150,12,13174.02614,0.456414565,0.261431914,High Risk,2
MD08947,X-Ray Machine,22-01-2015,10,ImagingTech,Model-550,USA,6330.353878,10.12102699,3,4,1,Routine check completed; voltage spike observed during diagnostics. minor issue quick fix,88104,12,22792.82664,0.081407929,0.830934931,Medium Risk,1
MD08948,Infusion Pump,31-07-2016,9,MedEquip,Model-150,Canada,5484.660175,17.09518932,3,1,2,Component recalibration after detecting software crash; functionality restored. reviewed logs performance warning,79055,12,78975.62342,-0.173141865,0.831130937,Medium Risk,1
MD08949,PET Scanner,15-12-2016,9,ScanPro,Model-650,USA,10580.26796,3.747062789,5,3,2,System performance degraded due to battery wear; mitigation via component upgrade. moderate delay average severity report,77452,12,26336.55315,0.20422982,0.780407297,Medium Risk,1
MD08950,X-Ray Machine,27-11-2021,4,MedEquip,Model-600,UK,4670.155449,6.606200908,4,3,1,Routine check completed; software crash observed during diagnostics. quick fix system check passed,34958,12,12552.42999,0.279387764,0.591172184,Medium Risk,1
MD08951,PET Scanner,20-07-2017,8,CardioSync,Model-150,Italy,4314.681994,13.54015046,2,1,2,Routine check completed; voltage spike observed during diagnostics. moderate delay performance warning,66253,12,69427.74031,-0.019287703,0.73432461,Medium Risk,1
MD08952,Infusion Pump,30-12-2013,12,ScanPro,Model-250,Italy,5852.386415,5.2944576,3,4,1,System performance degraded due to battery wear; mitigation via inspection. quick fix temporary glitch,105131,12,26210.78296,-0.025943739,0.967951633,Medium Risk,1
MD08953,Infusion Pump,25-04-2020,5,ImagingTech,Model-400,Italy,949.1227885,16.9768258,3,4,2,circuit failure caused operational delay; system reset initiated. driver update driver update applied,43588,12,10250.51321,-0.083441006,0.273518774,Medium Risk,1
MD08954,MRI Scanner,14-06-2013,12,UltraMed,Model-650,UK,1309.473951,7.786079527,5,2,1,System performance degraded due to sensor misalignment; mitigation via component upgrade. quick fix minor issue,106965,12,52477.15514,0.078613038,1.118614208,Medium Risk,1
MD08955,Defibrillator,20-09-2013,12,RescueTech,Model-600,Japan,4748.422366,14.95097604,1,2,2,Component recalibration after detecting overheating; functionality restored. component issue device required inspection,105472,12,51604.77518,-0.069979525,0.954461037,Medium Risk,1
MD08956,Defibrillator,25-12-2022,3,ImagingTech,Model-250,France,7826.890902,15.22179753,4,2,2,data lag caused operational delay; replacement initiated. driver update non-critical warning,26406,12,12888.83745,0.28095048,0.170587178,Medium Risk,1
MD08957,Defibrillator,13-12-2013,12,UltraMed,Model-650,Italy,21214.77112,25.38233397,3,3,3,System performance degraded due to data lag; mitigation via firmware update. reboot failed hardware fault,107846,12,34583.15752,0.051923496,0.906568197,Medium Risk,1
MD08958,CT Scanner,06-01-2017,8,UltraMed,Model-600,France,23146.23975,12.06602408,4,0,3,sensor misalignment caused operational delay; inspection initiated. data loss critical malfunction,68979,12,27527.7707,0.365817597,0.553830174,Low Risk,0
MD08959,Infusion Pump,15-05-2014,11,MedEquip,Model-100,Canada,8968.85161,20.59268663,5,2,3,Routine check completed; battery wear observed during diagnostics. sensor replaced critical malfunction,94284,12,49532.71401,0.050602633,0.893120315,Medium Risk,1
MD08960,PET Scanner,12-03-2023,2,ImagingTech,Model-400,USA,12008.31638,9.710300001,4,4,2,Component inspection after detecting data lag; functionality restored. component issue driver update applied,18787,12,5049.195371,0.696788824,0.114182107,High Risk,2
MD08961,CT Scanner,06-01-2020,5,ScanPro,Model-300,France,1488.774567,5.931721775,5,2,1,Routine check completed; abnormal sound observed during diagnostics. quick fix low priority fault,45251,12,20181.27622,-0.051984466,0.435552811,Medium Risk,1
MD08962,PET Scanner,22-01-2014,11,UltraMed,Model-100,Italy,6562.170763,2.277635592,5,1,1,System performance degraded due to sensor misalignment; mitigation via firmware update. software reset low priority fault,97844,12,97057.61473,-0.002920514,1.137547488,Medium Risk,1
MD08963,Infusion Pump,26-09-2019,6,ScanPro,Model-100,France,11920.55587,9.943468581,2,5,2,System performance degraded due to software crash; mitigation via software patch. reviewed logs driver update applied,52237,12,11532.5927,0.162386617,0.506050515,High Risk,2
MD08964,X-Ray Machine,05-05-2018,7,ScanPro,Model-650,France,4362.284457,20.48950666,2,4,3,System performance degraded due to abnormal sound; mitigation via component upgrade. critical failure emergency shutdown,60333,12,14950.16694,-0.023608161,0.757627473,Medium Risk,1
MD08965,Infusion Pump,19-03-2022,3,CardioSync,Model-550,Canada,2660.719118,3.97985067,5,1,3,circuit failure caused operational delay; component upgrade initiated. data loss sensor replacement,24555,12,27173.60116,0.015949268,0.217533201,Medium Risk,1
MD08966,MRI Scanner,23-12-2023,2,MedEquip,Model-450,Italy,5026.931205,7.019972435,1,1,1,System performance degraded due to software crash; mitigation via replacement. quick fix routine reset,16289,12,18611.77355,0.145347131,0.143663454,Medium Risk,1
MD08967,CT Scanner,26-07-2016,9,CardioSync,Model-250,UK,6399.169508,0.850355486,2,2,1,Component recalibration after detecting voltage spike; functionality restored. log cleaned low priority fault,76751,12,37539.10026,0.127176826,0.518300943,Medium Risk,1
MD08968,PET Scanner,25-06-2018,7,UltraMed,Model-550,USA,10538.50431,21.74221388,3,2,3,sensor misalignment caused operational delay; recalibration initiated. reboot failed sensor replacement,60710,12,31779.78522,0.200372117,0.704852789,Medium Risk,1
MD08969,Infusion Pump,20-03-2024,1,UltraMed,Model-350,Japan,6872.652292,16.52231772,5,2,2,Routine check completed; circuit failure observed during diagnostics. moderate delay average severity report,11063,12,4132.289434,0.734255337,-0.003341822,Medium Risk,1
MD08970,PET Scanner,15-03-2015,10,ScanPro,Model-150,Canada,3276.754348,4.035211222,3,1,1,abnormal sound caused operational delay; inspection initiated. software reset quick fix,86844,12,86005.85806,0.113947989,0.910745226,Medium Risk,1
MD08971,MRI Scanner,12-11-2019,6,MedEquip,Model-350,Japan,13580.14088,15.3868325,4,0,2,Component replacement after detecting overheating; functionality restored. moderate delay non-critical warning,52738,12,26466.05304,0.425654906,0.252610302,Low Risk,0
MD08972,Defibrillator,15-07-2017,8,CardioSync,Model-550,UK,7003.397117,8.389433381,1,2,1,System performance degraded due to data lag; mitigation via firmware update. quick fix stable condition,70839,12,34591.30856,0.022848675,0.597275223,Medium Risk,1
MD08973,PET Scanner,02-10-2016,9,MedEquip,Model-250,Canada,6295.110073,7.381379248,2,3,1,overheating caused operational delay; replacement initiated. quick fix stable condition,78339,12,27272.97109,0.103354161,0.761738728,Medium Risk,1
MD08974,CT Scanner,31-08-2015,10,MedEquip,Model-400,Italy,17314.29285,23.66076474,5,1,3,software crash caused operational delay; replacement initiated. data loss high priority failure,87088,12,88314.43199,0.219514689,0.81122549,Medium Risk,1
MD08975,Defibrillator,16-04-2015,10,RescueTech,Model-100,UK,4849.738081,15.26006875,1,1,2,Component software patch after detecting voltage spike; functionality restored. component issue performance warning,89385,12,88234.17877,-0.008042759,0.748322576,Medium Risk,1
MD08976,PET Scanner,12-02-2019,6,MedEquip,Model-600,UK,171.9940289,8.862348513,1,3,1,Component recalibration after detecting voltage spike; functionality restored. software reset routine reset,52819,12,16612.26569,-0.122586079,0.518752978,Medium Risk,1
MD08977,MRI Scanner,22-02-2024,1,UltraMed,Model-500,Canada,2185.553477,14.86752892,2,4,2,battery wear caused operational delay; inspection initiated. component issue driver update applied,10327,12,1735.767492,0.486618778,0.156907029,Medium Risk,1
MD08978,MRI Scanner,22-02-2016,9,ScanPro,Model-150,UK,5906.601851,5.216066514,4,1,1,sensor misalignment caused operational delay; component upgrade initiated. log cleaned minor issue,82154,12,78484.49405,0.109407671,0.604089924,Medium Risk,1
MD08979,X-Ray Machine,02-09-2014,11,ScanPro,Model-600,Japan,-464.4764776,4.464412256,1,0,1,abnormal sound caused operational delay; software patch initiated. quick fix stable condition,95153,12,27035.68587,0.000366696,0.9651747,Low Risk,0
MD08980,X-Ray Machine,11-08-2018,7,RescueTech,Model-200,Canada,2372.453317,8.193725366,2,2,1,Routine check completed; data lag observed during diagnostics. quick fix quick fix,61104,12,32262.41256,0.070625192,0.690045135,Medium Risk,1
MD08981,X-Ray Machine,29-09-2017,8,ImagingTech,Model-200,France,10631.17728,4.584933397,3,1,1,Routine check completed; data lag observed during diagnostics. quick fix minor issue,69848,12,70717.93043,0.394367643,0.763660858,Medium Risk,1
MD08982,X-Ray Machine,21-10-2013,12,MedEquip,Model-250,France,4403.466145,4.871420648,4,1,1,abnormal sound caused operational delay; replacement initiated. software reset log file cleared,104432,12,104154.4752,0.017613971,1.001524851,Medium Risk,1
MD08983,CT Scanner,17-07-2014,11,RescueTech,Model-350,UK,3942.086862,11.10657733,1,2,2,Routine check completed; abnormal sound observed during diagnostics. driver update device required inspection,95761,12,47683.27194,0.049748512,0.885562134,Medium Risk,1
MD08984,Infusion Pump,08-06-2020,5,CardioSync,Model-100,Italy,-294.3341977,7.63569895,4,1,1,data lag caused operational delay; replacement initiated. minor issue quick fix,45747,12,44278.5015,0.004511755,0.479577714,Medium Risk,1
MD08985,PET Scanner,15-12-2014,11,ScanPro,Model-200,Canada,11261.53859,15.96248846,4,3,2,System performance degraded due to abnormal sound; mitigation via inspection. driver update device required inspection,96498,12,33471.61968,0.223804846,0.898992448,Medium Risk,1
MD08986,CT Scanner,13-11-2022,3,UltraMed,Model-200,Canada,6486.999489,13.24268399,4,2,2,System performance degraded due to sensor misalignment; mitigation via inspection. driver update performance warning,29735,12,13015.49317,0.280822342,0.373971313,Medium Risk,1
MD08987,X-Ray Machine,06-06-2019,6,CardioSync,Model-200,Japan,-990.3022863,17.0644712,3,0,2,Routine check completed; battery wear observed during diagnostics. component issue performance warning,51996,12,27066.3917,-0.169119434,0.731455112,Low Risk,0
MD08988,PET Scanner,10-11-2023,2,RescueTech,Model-350,France,-662.9173661,28.50088001,5,2,3,System performance degraded due to data lag; mitigation via inspection. sensor replaced urgent inspection needed,19610,12,6948.501462,-0.204724098,0.048655621,Medium Risk,1
MD08989,CT Scanner,28-02-2015,10,CardioSync,Model-350,USA,9755.107817,15.96893587,2,0,2,System performance degraded due to sensor misalignment; mitigation via component upgrade. reviewed logs performance warning,90041,12,25644.35229,0.215170397,0.867277518,Low Risk,0
MD08990,X-Ray Machine,02-09-2017,8,CardioSync,Model-650,Japan,7400.022309,8.576338987,2,2,2,Component system reset after detecting circuit failure; functionality restored. driver update moderate delay,69965,12,35884.26234,0.130745683,0.657408233,Medium Risk,1
MD08991,PET Scanner,18-10-2022,3,UltraMed,Model-350,Canada,11771.54854,15.84244325,4,2,3,System performance degraded due to abnormal sound; mitigation via firmware update. reboot failed hardware fault,26901,12,10352.00962,0.416937622,0.048874993,High Risk,2
MD08992,Infusion Pump,01-12-2016,9,UltraMed,Model-400,Canada,17473.02241,13.48956055,3,2,3,circuit failure caused operational delay; inspection initiated. critical failure system crash,80065,12,40687.72301,0.146167568,0.789170857,Medium Risk,1
MD08993,Infusion Pump,06-02-2020,5,UltraMed,Model-300,Japan,909.7799644,6.368357602,5,1,1,Component system reset after detecting data lag; functionality restored. quick fix quick fix,43027,12,44249.0931,0.190417329,0.402482259,Medium Risk,1
MD08994,Defibrillator,10-07-2018,7,UltraMed,Model-350,UK,11857.86985,15.08446933,4,0,2,Component inspection after detecting overheating; functionality restored. component issue component review,63629,12,26380.56935,0.210262368,0.665909151,Low Risk,0
MD08995,Infusion Pump,08-10-2017,8,CardioSync,Model-650,Japan,5666.489374,5.226806456,5,0,1,System performance degraded due to data lag; mitigation via firmware update. software reset minor issue,68954,12,23907.4485,0.140782691,0.756198514,Low Risk,0
MD08996,X-Ray Machine,14-10-2015,10,RescueTech,Model-150,Japan,5501.357767,19.90316306,1,4,2,Component system reset after detecting sensor misalignment; functionality restored. component issue driver update applied,86877,12,23001.52504,0.149541399,0.850373226,Medium Risk,1
MD08997,Defibrillator,25-02-2017,8,ImagingTech,Model-250,UK,15129.67956,8.801003376,1,2,3,overheating caused operational delay; replacement initiated. sensor replaced system crash,69373,12,37322.53503,0.254690676,0.759962226,Medium Risk,1
MD08998,CT Scanner,03-04-2017,8,CardioSync,Model-350,France,11890.4823,17.69493094,5,0,2,Routine check completed; abnormal sound observed during diagnostics. moderate delay moderate delay,70393,12,25991.14803,0.118732569,0.541682079,Low Risk,0
MD08999,Defibrillator,22-07-2013,12,ScanPro,Model-500,Canada,12799.55409,5.202517142,1,4,2,overheating caused operational delay; system reset initiated. component issue moderate delay,105575,12,25711.83355,0.107446702,0.993364064,Medium Risk,1
MD09000,CT Scanner,17-05-2016,9,ImagingTech,Model-650,UK,10770.19456,2.804709426,4,2,2,overheating caused operational delay; recalibration initiated. moderate delay driver update applied,77957,12,39080.91595,0.198298031,0.866840674,Medium Risk,1
MD09001,X-Ray Machine,25-10-2022,3,ScanPro,Model-550,Japan,14294.59225,12.80610621,3,3,2,battery wear caused operational delay; inspection initiated. reviewed logs driver update applied,26123,12,9632.870975,0.614862068,0.333877977,High Risk,2
MD09002,CT Scanner,17-02-2021,4,MedEquip,Model-350,France,17049.20333,19.22098241,4,3,3,System performance degraded due to battery wear; mitigation via component upgrade. sensor replaced hardware fault,33493,12,12859.66817,0.599358998,0.31608988,High Risk,2
MD09003,PET Scanner,17-06-2019,6,RescueTech,Model-500,Italy,4510.023478,16.43493324,2,3,2,Routine check completed; sensor misalignment observed during diagnostics. driver update component review,54176,12,18189.56091,-0.002524565,0.542897227,Medium Risk,1
MD09004,MRI Scanner,09-05-2018,7,RescueTech,Model-500,France,1956.887013,4.427049831,5,0,1,Component replacement after detecting sensor misalignment; functionality restored. software reset stable condition,62284,12,25978.0555,0.051010456,0.502449164,Low Risk,0
MD09005,Defibrillator,25-04-2019,6,UltraMed,Model-500,Italy,4546.865592,4.729583575,2,1,2,Routine check completed; overheating observed during diagnostics. reviewed logs component review,52078,12,53835.97001,0.004199913,0.654077169,Medium Risk,1
MD09006,Infusion Pump,13-07-2021,4,RescueTech,Model-300,Japan,5910.849349,14.11385398,4,1,2,System performance degraded due to battery wear; mitigation via replacement. moderate delay device required inspection,34773,12,33712.22742,0.162522536,0.427085205,Medium Risk,1
MD09007,Infusion Pump,21-02-2019,6,ScanPro,Model-400,France,8167.786087,8.87080676,3,0,1,circuit failure caused operational delay; firmware update initiated. quick fix log file cleared,51640,12,27654.80973,0.12440769,0.512392089,Low Risk,0
MD09008,Infusion Pump,04-07-2015,10,ScanPro,Model-600,Canada,6359.010687,3.7489657,2,2,1,Component recalibration after detecting overheating; functionality restored. software reset routine reset,86310,12,45335.31116,0.069034035,0.871801878,Medium Risk,1
MD09009,MRI Scanner,13-12-2017,8,ScanPro,Model-450,Italy,10139.39856,3.720181652,4,0,1,Component replacement after detecting overheating; functionality restored. software reset quick fix,68580,12,25823.02167,0.229955408,0.713941888,Low Risk,0
MD09010,X-Ray Machine,11-03-2017,8,ImagingTech,Model-250,Japan,8144.883999,4.574712803,5,1,2,Routine check completed; circuit failure observed during diagnostics. driver update component review,68795,12,72127.25059,0.025299374,0.72859288,Medium Risk,1
MD09011,CT Scanner,06-06-2015,10,ScanPro,Model-350,Italy,8309.107602,6.173121577,5,2,1,Component inspection after detecting battery wear; functionality restored. minor issue routine reset,88930,12,44965.87412,0.291059222,0.805800599,Medium Risk,1
MD09012,MRI Scanner,31-03-2022,3,ScanPro,Model-600,Italy,8505.959997,10.6184157,1,1,2,Component component upgrade after detecting data lag; functionality restored. component issue average severity report,27717,12,26283.64255,0.414741738,0.317863935,Medium Risk,1
MD09013,X-Ray Machine,06-12-2015,10,ImagingTech,Model-200,France,7524.945173,2.883853301,1,0,2,voltage spike caused operational delay; component upgrade initiated. moderate delay performance warning,85700,12,25883.24392,-0.079841323,1.030677002,Low Risk,0
MD09014,MRI Scanner,14-02-2017,8,MedEquip,Model-150,Canada,18263.4053,13.66261188,2,2,3,Routine check completed; data lag observed during diagnostics. critical failure system crash,71050,12,35949.79109,0.289180419,0.75458971,Medium Risk,1
MD09015,Infusion Pump,11-06-2018,7,RescueTech,Model-300,UK,6239.440625,4.762904596,5,0,2,System performance degraded due to data lag; mitigation via recalibration. component issue non-critical warning,59626,12,25536.90713,-0.010112909,0.550036504,Low Risk,0
MD09016,MRI Scanner,11-04-2015,10,MedEquip,Model-200,USA,2286.440043,3.870489706,3,2,1,Component software patch after detecting overheating; functionality restored. log cleaned routine reset,88661,12,45487.82446,0.065695455,0.799292427,Medium Risk,1
MD09017,Infusion Pump,06-11-2016,9,MedEquip,Model-300,Canada,2922.97181,14.52587214,2,0,2,System performance degraded due to data lag; mitigation via component upgrade. moderate delay driver update applied,78957,12,25626.86213,-0.101326019,0.772935821,Low Risk,0
MD09018,PET Scanner,16-06-2013,12,ScanPro,Model-200,France,21209.89716,17.6658607,1,0,3,System performance degraded due to circuit failure; mitigation via inspection. data loss urgent inspection needed,104397,12,29148.3408,0.319065113,1.151491086,Low Risk,0
MD09019,CT Scanner,14-06-2015,10,ImagingTech,Model-300,Italy,8023.271634,7.258668689,3,2,1,Routine check completed; data lag observed during diagnostics. software reset low priority fault,88219,12,44148.29892,0.206454456,0.878507732,Medium Risk,1
MD09020,MRI Scanner,16-01-2016,9,UltraMed,Model-100,Japan,5894.40125,2.73125872,1,1,1,System performance degraded due to voltage spike; mitigation via software patch. log cleaned temporary glitch,80712,12,77297.86315,0.024766652,0.571011887,Medium Risk,1
MD09021,Defibrillator,20-03-2015,10,CardioSync,Model-350,France,13652.92682,4.681561665,1,1,2,Routine check completed; sensor misalignment observed during diagnostics. reviewed logs device required inspection,84998,12,89123.51965,0.173946089,0.732647333,Medium Risk,1
MD09022,PET Scanner,16-10-2019,6,ScanPro,Model-550,UK,-1485.607043,14.20971868,1,1,2,Routine check completed; overheating observed during diagnostics. moderate delay performance warning,54139,12,52112.30879,-0.156320731,0.399849074,Medium Risk,1
MD09023,MRI Scanner,01-12-2019,6,UltraMed,Model-200,France,11731.37899,16.24357596,4,3,2,data lag caused operational delay; replacement initiated. reviewed logs component review,51456,12,15348.87301,0.167594905,0.563984904,High Risk,2
MD09024,Infusion Pump,07-08-2013,12,UltraMed,Model-250,Japan,12477.64145,8.252428565,4,0,3,Component system reset after detecting sensor misalignment; functionality restored. sensor replaced system crash,107096,12,28484.36822,0.098650118,0.874431773,Low Risk,0
MD09025,Infusion Pump,04-03-2015,10,CardioSync,Model-400,Japan,7414.800073,12.14604774,5,0,2,data lag caused operational delay; software patch initiated. component issue performance warning,88803,12,29467.99612,-0.071279633,0.941056987,Low Risk,0
MD09026,MRI Scanner,28-06-2016,9,MedEquip,Model-500,Canada,1822.330078,3.424436671,3,3,1,Component recalibration after detecting abnormal sound; functionality restored. minor issue quick fix,77284,12,26896.85701,0.183076118,0.919716292,Medium Risk,1
MD09027,PET Scanner,12-04-2021,4,CardioSync,Model-600,USA,1682.839557,7.456395202,1,4,1,System performance degraded due to software crash; mitigation via system reset. quick fix minor issue,34232,12,9515.672402,0.057095841,0.420689037,Medium Risk,1
MD09028,MRI Scanner,19-09-2019,6,RescueTech,Model-400,Canada,5200.593674,5.144575385,3,2,1,abnormal sound caused operational delay; inspection initiated. software reset minor issue,53227,12,26824.26658,0.225868799,0.295846934,Medium Risk,1
MD09029,MRI Scanner,28-09-2021,4,CardioSync,Model-500,Italy,15648.61772,16.08194884,4,3,3,Component system reset after detecting sensor misalignment; functionality restored. critical failure critical failure,36354,12,12405.96348,0.413256642,0.249071985,High Risk,2
MD09030,X-Ray Machine,17-12-2023,2,MedEquip,Model-450,Canada,14740.71927,4.4504273,5,1,3,Routine check completed; overheating observed during diagnostics. data loss urgent inspection needed,18181,12,17168.0784,0.774011166,0.140667142,High Risk,2
MD09031,CT Scanner,28-08-2023,2,ScanPro,Model-600,Canada,15664.22955,3.514972915,4,4,3,Component replacement after detecting abnormal sound; functionality restored. sensor replaced hardware fault,18061,12,4377.437126,0.91787908,0.112904189,High Risk,2
MD09032,X-Ray Machine,03-01-2015,10,MedEquip,Model-150,Canada,12830.61917,2.970274241,3,2,3,software crash caused operational delay; software patch initiated. reboot failed sensor replacement,86713,12,43580.16068,0.236485091,0.741380224,Medium Risk,1
MD09033,Infusion Pump,05-06-2013,12,ImagingTech,Model-250,Japan,4665.881814,3.291192426,4,1,1,System performance degraded due to battery wear; mitigation via software patch. minor issue system check passed,105167,12,105128.5503,-0.02575503,0.919858675,Medium Risk,1
MD09034,X-Ray Machine,30-10-2023,2,CardioSync,Model-150,UK,9199.664213,5.909881413,1,1,1,Component firmware update after detecting voltage spike; functionality restored. minor issue quick fix,17418,12,16122.0892,0.541698274,0.175752714,Medium Risk,1
MD09035,PET Scanner,23-01-2021,4,RescueTech,Model-200,USA,4313.94817,6.395536884,4,2,1,System performance degraded due to circuit failure; mitigation via software patch. log cleaned minor issue,32957,12,18651.09491,0.071370443,0.281367319,Medium Risk,1
MD09036,Infusion Pump,26-10-2014,11,ScanPro,Model-500,Canada,13419.70974,6.977296431,2,0,2,System performance degraded due to voltage spike; mitigation via replacement. driver update device required inspection,96826,12,26407.59714,-0.07912285,0.885132143,Low Risk,0
MD09037,PET Scanner,30-04-2013,12,RescueTech,Model-600,Italy,9070.849341,3.270614399,2,1,1,Component firmware update after detecting sensor misalignment; functionality restored. software reset stable condition,104611,12,105957.5327,0.04181595,1.071445725,Medium Risk,1
MD09038,CT Scanner,09-11-2015,10,MedEquip,Model-350,USA,7386.704709,7.536676748,2,3,2,System performance degraded due to sensor misalignment; mitigation via firmware update. reviewed logs average severity report,89509,12,29786.90138,0.098824455,0.605993612,Medium Risk,1
MD09039,X-Ray Machine,07-02-2018,7,UltraMed,Model-450,France,2506.264433,3.655720964,4,1,1,Routine check completed; software crash observed during diagnostics. log cleaned low priority fault,62943,12,58685.70238,0.036922408,0.421984995,Medium Risk,1
MD09040,Defibrillator,19-05-2019,6,MedEquip,Model-450,Canada,8486.012677,16.58656728,2,1,2,System performance degraded due to software crash; mitigation via component upgrade. component issue device required inspection,52816,12,53094.35103,0.134642444,0.451191105,Medium Risk,1
MD09041,MRI Scanner,08-08-2020,5,MedEquip,Model-450,Canada,12421.64984,8.478006212,1,3,3,Routine check completed; software crash observed during diagnostics. reboot failed urgent inspection needed,45332,12,15568.95122,0.272726588,0.375527579,High Risk,2
MD09042,Defibrillator,09-03-2023,2,MedEquip,Model-400,France,8507.214663,11.90042511,1,4,3,System performance degraded due to sensor misalignment; mitigation via firmware update. data loss hardware fault,18374,12,3395.580963,0.398104502,0.105227297,Medium Risk,1
MD09043,Defibrillator,09-12-2013,12,MedEquip,Model-150,Italy,9552.296481,5.018407246,3,2,3,voltage spike caused operational delay; inspection initiated. critical failure hardware fault,105089,12,52569.17438,0.137048847,1.001305842,Medium Risk,1
MD09044,CT Scanner,11-11-2017,8,CardioSync,Model-400,Japan,23030.88385,11.83348472,2,2,3,Component replacement after detecting software crash; functionality restored. data loss hardware fault,68115,12,34650.86158,0.286226345,0.629124948,Medium Risk,1
MD09045,PET Scanner,04-08-2019,6,ImagingTech,Model-150,USA,12550.01056,3.880781975,5,2,2,overheating caused operational delay; inspection initiated. component issue performance warning,52339,12,26749.70449,0.323177877,0.651558866,Medium Risk,1
MD09046,X-Ray Machine,22-11-2015,10,ImagingTech,Model-500,Japan,1930.948788,8.605766903,3,2,1,Component component upgrade after detecting overheating; functionality restored. minor issue stable condition,87137,12,43635.50973,-0.122023711,0.730213833,Medium Risk,1
MD09047,MRI Scanner,12-06-2022,3,ImagingTech,Model-550,Canada,11170.17884,12.54690742,2,3,2,Component replacement after detecting circuit failure; functionality restored. driver update device required inspection,26127,12,6745.243585,0.445448819,0.259697022,High Risk,2
MD09048,MRI Scanner,07-06-2018,8,CardioSync,Model-650,Canada,23001.34988,19.81486441,5,3,3,voltage spike caused operational delay; component upgrade initiated. reboot failed critical failure,61002,12,19306.5172,0.427204336,0.556952183,High Risk,2
MD09049,Infusion Pump,12-06-2018,7,RescueTech,Model-250,Italy,10546.81846,8.918968293,4,3,3,System performance degraded due to software crash; mitigation via recalibration. sensor replaced hardware fault,62851,12,21169.08968,0.293550515,0.577264854,High Risk,2
MD09050,CT Scanner,20-09-2016,9,CardioSync,Model-550,UK,5888.284476,6.604175904,5,1,1,Component inspection after detecting software crash; functionality restored. log cleaned low priority fault,80525,12,79363.24531,0.017501135,0.71725609,Medium Risk,1
MD09051,MRI Scanner,20-11-2015,10,RescueTech,Model-250,Italy,4017.432373,8.376544606,1,1,1,Routine check completed; overheating observed during diagnostics. log cleaned stable condition,86923,12,90387.06231,0.15826713,0.921203259,Medium Risk,1
MD09052,CT Scanner,02-11-2017,8,ImagingTech,Model-200,Canada,18333.37129,25.80191773,5,0,3,Component software patch after detecting abnormal sound; functionality restored. critical failure urgent inspection needed,68242,12,26317.2745,0.303589941,0.703818628,Low Risk,0
MD09053,PET Scanner,02-02-2016,9,CardioSync,Model-250,UK,16975.25836,22.93092226,3,0,3,Routine check completed; data lag observed during diagnostics. sensor replaced urgent inspection needed,77493,12,24294.96489,0.38118361,0.637248752,Low Risk,0
MD09054,PET Scanner,31-07-2020,5,ScanPro,Model-200,Canada,6041.311666,8.928889806,5,2,2,System performance degraded due to circuit failure; mitigation via system reset. reviewed logs moderate delay,45523,12,23599.48421,-0.007124113,0.538995774,Medium Risk,1
MD09055,CT Scanner,28-07-2013,12,RescueTech,Model-350,Canada,11941.10228,25.92101717,2,2,3,sensor misalignment caused operational delay; replacement initiated. data loss sensor replacement,106448,12,53781.80246,0.131746183,1.050332555,Medium Risk,1
MD09056,CT Scanner,31-10-2013,12,CardioSync,Model-150,Italy,11702.57834,24.41539489,3,2,3,software crash caused operational delay; firmware update initiated. data loss hardware fault,103539,12,51675.4602,0.103236726,0.964605425,Medium Risk,1
MD09057,MRI Scanner,21-02-2019,6,ImagingTech,Model-500,UK,1650.964127,8.285232885,5,2,1,System performance degraded due to voltage spike; mitigation via software patch. minor issue system check passed,50524,12,27270.91276,0.040495587,0.577186251,Medium Risk,1
MD09058,CT Scanner,15-02-2016,9,CardioSync,Model-650,Canada,12137.58251,13.64165489,5,2,3,Component software patch after detecting sensor misalignment; functionality restored. sensor replaced critical malfunction,78019,12,39795.62011,0.232853486,0.68678732,Medium Risk,1
MD09059,X-Ray Machine,28-01-2022,3,ScanPro,Model-650,Italy,6160.015699,4.634796399,4,2,1,System performance degraded due to voltage spike; mitigation via inspection. minor issue routine reset,28772,12,12154.82844,0.374734124,0.268627051,Medium Risk,1
MD09060,Infusion Pump,10-11-2014,11,UltraMed,Model-250,UK,5055.816535,6.486453397,3,5,1,abnormal sound caused operational delay; firmware update initiated. quick fix log file cleared,96942,12,19646.96011,0.083308126,0.804946984,Medium Risk,1
